// Item ID	LocalizationName	LocalizationDescription	Category	Type	Style	Price	Exchangable	ManagerId	Network	Npc ID	SortWeight	Show	Subtype
4020031	ui.item.mapobj.name.402.0031	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020031	FALSE	-1	0	TRUE	None
4020032	ui.item.mapobj.name.402.0032	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020032	FALSE	-1	0	TRUE	None
4020033	ui.item.mapobj.name.402.0033	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020033	FALSE	-1	0	TRUE	None
4020034	ui.item.mapobj.name.402.0034	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020034	FALSE	-1	0	TRUE	None
4020040	ui.item.mapobj.name.402.0040	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020040	FALSE	-1	0	TRUE	None
4020041	ui.item.mapobj.name.402.0041	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020041	FALSE	-1	0	TRUE	None
4020042	ui.item.mapobj.name.402.0042	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020042	FALSE	-1	0	TRUE	None
4020050	ui.item.mapobj.name.402.0050	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020050	FALSE	-1	0	TRUE	None
4020060	ui.item.mapobj.name.402.0060	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020060	FALSE	-1	0	TRUE	None
4020061	ui.item.mapobj.name.402.0061	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020061	FALSE	-1	0	TRUE	None
4020062	ui.item.mapobj.name.402.0062	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020062	FALSE	-1	0	TRUE	None
4020063	ui.item.mapobj.name.402.0063	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020063	FALSE	-1	0	TRUE	None
4020070	ui.item.mapobj.name.402.0070	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020070	FALSE	-1	0	TRUE	None
4020071	ui.item.mapobj.name.402.0071	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020071	FALSE	-1	0	TRUE	None
4020080	ui.item.mapobj.name.402.0080	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020080	FALSE	-1	0	TRUE	None
4020081	ui.item.mapobj.name.402.0081	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020081	FALSE	-1	0	TRUE	None
4020082	ui.item.mapobj.name.402.0082	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020082	FALSE	-1	0	TRUE	None
4020090	ui.item.mapobj.name.402.0090	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020090	FALSE	-1	0	TRUE	None
4020091	ui.item.mapobj.name.402.0091	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020091	FALSE	-1	0	TRUE	None
4020092	ui.item.mapobj.name.402.0092	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020092	FALSE	-1	0	TRUE	None
4020100	ui.item.mapobj.name.402.0100	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020100	FALSE	-1	0	TRUE	None
4020101	ui.item.mapobj.name.402.0101	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020101	FALSE	-1	0	TRUE	None
4020102	ui.item.mapobj.name.402.0102	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020102	FALSE	-1	0	TRUE	None
4020110	ui.item.mapobj.name.402.0110	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020110	FALSE	-1	0	TRUE	None
4020111	ui.item.mapobj.name.402.0111	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020111	FALSE	-1	0	TRUE	None
4020112	ui.item.mapobj.name.402.0112	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020112	FALSE	-1	0	TRUE	None
4020113	ui.item.mapobj.name.402.0113	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020113	FALSE	-1	0	TRUE	None
4020114	ui.item.mapobj.name.402.0114	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020114	FALSE	-1	0	TRUE	None
4020115	ui.item.mapobj.name.402.0115	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020115	FALSE	-1	0	TRUE	None
4020116	ui.item.mapobj.name.402.0116	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020116	FALSE	-1	0	TRUE	None
4020120	ui.item.mapobj.name.402.0120	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020120	FALSE	-1	0	TRUE	None
4020121	ui.item.mapobj.name.402.0121	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020121	FALSE	-1	0	TRUE	None
4020122	ui.item.mapobj.name.402.0122	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020122	FALSE	-1	0	TRUE	None
4020123	ui.item.mapobj.name.402.0123	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020123	FALSE	-1	0	TRUE	None
4020124	ui.item.mapobj.name.402.0124	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020124	FALSE	-1	0	TRUE	None
4020125	ui.item.mapobj.name.402.0125	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020125	FALSE	-1	0	TRUE	None
4020126	ui.item.mapobj.name.402.0126	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020126	FALSE	-1	0	TRUE	None
4020130	ui.item.mapobj.name.402.0130	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020130	FALSE	-1	0	TRUE	None
4020140	ui.item.mapobj.name.402.0140	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020140	FALSE	-1	0	TRUE	None
4020150	ui.item.mapobj.name.402.0150	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020150	FALSE	-1	0	TRUE	None
4020151	ui.item.mapobj.name.402.0151	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020151	FALSE	-1	0	TRUE	None
4020152	ui.item.mapobj.name.402.0152	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020152	FALSE	-1	0	TRUE	None
4020160	ui.item.mapobj.name.402.0160	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020160	FALSE	-1	0	TRUE	None
4020161	ui.item.mapobj.name.402.0161	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020161	FALSE	-1	0	TRUE	None
4020162	ui.item.mapobj.name.402.0162	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020162	FALSE	-1	0	TRUE	None
4020170	ui.item.mapobj.name.402.0170	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020170	FALSE	-1	0	TRUE	None
4020171	ui.item.mapobj.name.402.0171	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020171	FALSE	-1	0	TRUE	None
4020172	ui.item.mapobj.name.402.0172	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020172	FALSE	-1	0	TRUE	None
4020173	ui.item.mapobj.name.402.0173	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020173	FALSE	-1	0	TRUE	None
4020174	ui.item.mapobj.name.402.0174	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020174	FALSE	-1	0	TRUE	None
4030000	ui.item.mapobj.name.403.0000	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030000	FALSE	-1	0	TRUE	None
4030001	ui.item.mapobj.name.403.0001	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030001	FALSE	-1	0	TRUE	None
4030002	ui.item.mapobj.name.403.0002	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030002	FALSE	-1	0	TRUE	None
4030003	ui.item.mapobj.name.403.0003	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030003	FALSE	-1	0	TRUE	None
4030004	ui.item.mapobj.name.403.0004	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030004	FALSE	-1	0	TRUE	None
4030010	ui.item.mapobj.name.403.0010	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030010	FALSE	-1	0	TRUE	None
4030011	ui.item.mapobj.name.403.0011	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030011	FALSE	-1	0	TRUE	None
4030012	ui.item.mapobj.name.403.0012	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030012	FALSE	-1	0	TRUE	None
4030020	ui.item.mapobj.name.403.0020	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030020	FALSE	-1	0	TRUE	None
4030021	ui.item.mapobj.name.403.0021	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030021	FALSE	-1	0	TRUE	None
4030022	ui.item.mapobj.name.403.0022	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030022	FALSE	-1	0	TRUE	None
4030030	ui.item.mapobj.name.403.0030	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030030	FALSE	-1	0	TRUE	None
4030031	ui.item.mapobj.name.403.0031	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030031	FALSE	-1	0	TRUE	None
4030032	ui.item.mapobj.name.403.0032	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030032	FALSE	-1	0	TRUE	None
4030040	ui.item.mapobj.name.403.0040	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030040	FALSE	-1	0	TRUE	None
4030041	ui.item.mapobj.name.403.0041	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030041	FALSE	-1	0	TRUE	None
4030042	ui.item.mapobj.name.403.0042	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030042	FALSE	-1	0	TRUE	None
4030050	ui.item.mapobj.name.403.0050	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030050	FALSE	-1	0	TRUE	None
4030051	ui.item.mapobj.name.403.0051	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030051	FALSE	-1	0	TRUE	None
4030052	ui.item.mapobj.name.403.0052	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030052	FALSE	-1	0	TRUE	None
4030060	ui.item.mapobj.name.403.0060	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030060	FALSE	-1	0	TRUE	None
4030061	ui.item.mapobj.name.403.0061	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030061	FALSE	-1	0	TRUE	None
4030062	ui.item.mapobj.name.403.0062	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030062	FALSE	-1	0	TRUE	None
4030070	ui.item.mapobj.name.403.0070	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030070	FALSE	-1	0	TRUE	None
4030071	ui.item.mapobj.name.403.0071	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030071	FALSE	-1	0	TRUE	None
4030072	ui.item.mapobj.name.403.0072	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030072	FALSE	-1	0	TRUE	None
4030073	ui.item.mapobj.name.403.0073	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4030073	FALSE	-1	0	TRUE	None
4040000	ui.item.mapobj.name.404.0000	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4040000	FALSE	-1	0	TRUE	None
4040001	ui.item.mapobj.name.404.0001	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4040001	FALSE	-1	0	TRUE	None
4040002	ui.item.mapobj.name.404.0002	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4040002	FALSE	-1	0	TRUE	None
4040010	ui.item.mapobj.name.404.0010	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4040010	FALSE	-1	0	TRUE	None
4040011	ui.item.mapobj.name.404.0011	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4040011	FALSE	-1	0	TRUE	None
4040012	ui.item.mapobj.name.404.0012	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4040012	FALSE	-1	0	TRUE	None
4080000	ui.item.mapobj.name.408.0000	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080000	FALSE	-1	0	TRUE	None
4080001	ui.item.mapobj.name.408.0001	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080001	FALSE	-1	0	TRUE	None
4080002	ui.item.mapobj.name.408.0002	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080002	FALSE	-1	0	TRUE	None
4080003	ui.item.mapobj.name.408.0003	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080003	FALSE	-1	0	TRUE	None
4080004	ui.item.mapobj.name.408.0004	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080004	FALSE	-1	0	TRUE	None
4080010	ui.item.mapobj.name.408.0010	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080010	FALSE	-1	0	TRUE	None
4080011	ui.item.mapobj.name.408.0011	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080011	FALSE	-1	0	TRUE	None
4080012	ui.item.mapobj.name.408.0012	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080012	FALSE	-1	0	TRUE	None
4080013	ui.item.mapobj.name.408.0013	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080013	FALSE	-1	0	TRUE	None
4080014	ui.item.mapobj.name.408.0014	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4080014	FALSE	-1	0	TRUE	None
5010000	ui.item.mapobj.name.501.0000	0	MapObject	MapObject_Dec	None	0	FALSE	5010000	FALSE	-1	0	TRUE	None
5010010	ui.item.mapobj.name.501.0010	0	MapObject	MapObject_Dec	None	0	FALSE	5010010	FALSE	-1	0	TRUE	None
5020000	ui.item.mapobj.name.502.0000	0	MapObject	MapObject_Dec	None	0	FALSE	5020000	FALSE	-1	0	TRUE	None
5020001	ui.item.mapobj.name.502.0001	0	MapObject	MapObject_Dec	None	0	FALSE	5020001	FALSE	-1	0	TRUE	None
5020010	ui.item.mapobj.name.502.0010	0	MapObject	MapObject_Dec	None	0	FALSE	5020010	FALSE	-1	0	TRUE	None
5020020	ui.item.mapobj.name.502.0020	0	MapObject	MapObject_Dec	None	0	FALSE	5020020	FALSE	-1	0	TRUE	None
5020030	ui.item.mapobj.name.502.0030	0	MapObject	MapObject_Dec	None	0	FALSE	5020030	FALSE	-1	0	TRUE	None
5020040	ui.item.mapobj.name.502.0040	0	MapObject	MapObject_Dec	None	0	FALSE	5020040	FALSE	-1	0	TRUE	None
5020050	ui.item.mapobj.name.502.0050	0	MapObject	MapObject_Dec	None	0	FALSE	5020050	FALSE	-1	0	TRUE	None
5030000	ui.item.mapobj.name.503.0000	0	MapObject	MapObject_Dec	None	0	FALSE	5030000	FALSE	-1	0	TRUE	None
5030010	ui.item.mapobj.name.503.0010	0	MapObject	MapObject_Dec	None	0	FALSE	5030010	FALSE	-1	0	TRUE	None
5030020	ui.item.mapobj.name.503.0020	0	MapObject	MapObject_Dec	None	0	FALSE	5030020	FALSE	-1	0	TRUE	None
5030030	ui.item.mapobj.name.503.0030	0	MapObject	MapObject_Dec	None	0	FALSE	5030030	FALSE	-1	0	TRUE	None
5030040	ui.item.mapobj.name.503.0040	0	MapObject	MapObject_Dec	None	0	FALSE	5030040	FALSE	-1	0	TRUE	None
5030050	ui.item.mapobj.name.503.0050	0	MapObject	MapObject_Dec	None	0	FALSE	5030050	FALSE	-1	0	TRUE	None
5030060	ui.item.mapobj.name.503.0060	0	MapObject	MapObject_Dec	None	0	FALSE	5030060	FALSE	-1	0	TRUE	None
5030070	ui.item.mapobj.name.503.0070	0	MapObject	MapObject_Dec	None	0	FALSE	5030070	FALSE	-1	0	TRUE	None
5030080	ui.item.mapobj.name.503.0080	0	MapObject	MapObject_Dec	None	0	FALSE	5030080	FALSE	-1	0	TRUE	None
5030090	ui.item.mapobj.name.503.0090	0	MapObject	MapObject_Dec	None	0	FALSE	5030090	FALSE	-1	0	TRUE	None
5030100	ui.item.mapobj.name.503.0100	0	MapObject	MapObject_Dec	None	0	FALSE	5030100	FALSE	-1	0	TRUE	None
5040000	ui.item.mapobj.name.504.0000	0	MapObject	MapObject_Dec	None	0	FALSE	5040000	FALSE	-1	0	TRUE	None
5040010	ui.item.mapobj.name.504.0010	0	MapObject	MapObject_Dec	None	0	FALSE	5040010	FALSE	-1	0	TRUE	None
5040020	ui.item.mapobj.name.504.0020	0	MapObject	MapObject_Dec	None	0	FALSE	5040020	FALSE	-1	0	TRUE	None
5040030	ui.item.mapobj.name.504.0030	0	MapObject	MapObject_Dec	None	0	FALSE	5040030	FALSE	-1	0	TRUE	None
5040040	ui.item.mapobj.name.504.0040	0	MapObject	MapObject_Dec	None	0	FALSE	5040040	FALSE	-1	0	TRUE	None
5040050	ui.item.mapobj.name.504.0050	0	MapObject	MapObject_Dec	None	0	FALSE	5040050	FALSE	-1	0	TRUE	None
5040060	ui.item.mapobj.name.504.0060	0	MapObject	MapObject_Dec	None	0	FALSE	5040060	FALSE	-1	0	TRUE	None
5040070	ui.item.mapobj.name.504.0070	0	MapObject	MapObject_Dec	None	0	FALSE	5040070	FALSE	-1	0	TRUE	None
5040080	ui.item.mapobj.name.504.0080	0	MapObject	MapObject_Dec	None	0	FALSE	5040080	FALSE	-1	0	TRUE	None
5040090	ui.item.mapobj.name.504.0090	0	MapObject	MapObject_Dec	None	0	FALSE	5040090	FALSE	-1	0	TRUE	None
5040100	ui.item.mapobj.name.504.0100	0	MapObject	MapObject_Dec	None	0	FALSE	5040100	FALSE	-1	0	TRUE	None
5040101	ui.item.mapobj.name.504.0101	0	MapObject	MapObject_Dec	None	0	FALSE	5040101	FALSE	-1	0	TRUE	None
5040102	ui.item.mapobj.name.504.0102	0	MapObject	MapObject_Dec	None	0	FALSE	5040102	FALSE	-1	0	TRUE	None
5040103	ui.item.mapobj.name.504.0103	0	MapObject	MapObject_Dec	None	0	FALSE	5040103	FALSE	-1	0	TRUE	None
5040104	ui.item.mapobj.name.504.0104	0	MapObject	MapObject_Dec	None	0	FALSE	5040104	FALSE	-1	0	TRUE	None
5080000	ui.item.mapobj.name.508.0000	0	MapObject	MapObject_Dec	None	0	FALSE	5080000	FALSE	-1	0	TRUE	None
5080010	ui.item.mapobj.name.508.0010	0	MapObject	MapObject_Dec	None	0	FALSE	5080010	FALSE	-1	0	TRUE	None
5080011	ui.item.mapobj.name.508.0011	0	MapObject	MapObject_Dec	None	0	FALSE	5080011	FALSE	-1	0	TRUE	None
5080012	ui.item.mapobj.name.508.0012	0	MapObject	MapObject_Dec	None	0	FALSE	5080012	FALSE	-1	0	TRUE	None
5080013	ui.item.mapobj.name.508.0013	0	MapObject	MapObject_Dec	None	0	FALSE	5080013	FALSE	-1	0	TRUE	None
6010000	ui.item.mapobj.name.601.0000	0	MapObject	MapObject_Mat	None	0	FALSE	6010000	FALSE	-1	0	TRUE	None
6010001	ui.item.mapobj.name.601.0001	0	MapObject	MapObject_Mat	None	0	FALSE	6010001	FALSE	-1	0	TRUE	None
6010002	ui.item.mapobj.name.601.0002	0	MapObject	MapObject_Mat	None	0	FALSE	6010002	FALSE	-1	0	TRUE	None
6010003	ui.item.mapobj.name.601.0003	0	MapObject	MapObject_Mat	None	0	FALSE	6010003	FALSE	-1	0	TRUE	None
6010004	ui.item.mapobj.name.601.0004	0	MapObject	MapObject_Mat	None	0	FALSE	6010004	FALSE	-1	0	TRUE	None
6010005	ui.item.mapobj.name.601.0005	0	MapObject	MapObject_Mat	None	0	FALSE	6010005	FALSE	-1	0	TRUE	None
6010006	ui.item.mapobj.name.601.0006	0	MapObject	MapObject_Mat	None	0	FALSE	6010006	FALSE	-1	0	TRUE	None
6010010	ui.item.mapobj.name.601.0010	0	MapObject	MapObject_Mat	None	0	FALSE	6010010	FALSE	-1	0	TRUE	None
6010011	ui.item.mapobj.name.601.0011	0	MapObject	MapObject_Mat	None	0	FALSE	6010011	FALSE	-1	0	TRUE	None
6010012	ui.item.mapobj.name.601.0012	0	MapObject	MapObject_Mat	None	0	FALSE	6010012	FALSE	-1	0	TRUE	None
6010013	ui.item.mapobj.name.601.0013	0	MapObject	MapObject_Mat	None	0	FALSE	6010013	FALSE	-1	0	TRUE	None
6010014	ui.item.mapobj.name.601.0014	0	MapObject	MapObject_Mat	None	0	FALSE	6010014	FALSE	-1	0	TRUE	None
6010015	ui.item.mapobj.name.601.0015	0	MapObject	MapObject_Mat	None	0	FALSE	6010015	FALSE	-1	0	TRUE	None
6010016	ui.item.mapobj.name.601.0016	0	MapObject	MapObject_Mat	None	0	FALSE	6010016	FALSE	-1	0	TRUE	None
6010020	ui.item.mapobj.name.601.0020	0	MapObject	MapObject_Mat	None	0	FALSE	6010020	FALSE	-1	0	TRUE	None
6010021	ui.item.mapobj.name.601.0021	0	MapObject	MapObject_Mat	None	0	FALSE	6010021	FALSE	-1	0	TRUE	None
6010022	ui.item.mapobj.name.601.0022	0	MapObject	MapObject_Mat	None	0	FALSE	6010022	FALSE	-1	0	TRUE	None
6010030	ui.item.mapobj.name.601.0030	0	MapObject	MapObject_Mat	None	0	FALSE	6010030	FALSE	-1	0	TRUE	None
6010031	ui.item.mapobj.name.601.0031	0	MapObject	MapObject_Mat	None	0	FALSE	6010031	FALSE	-1	0	TRUE	None
6010032	ui.item.mapobj.name.601.0032	0	MapObject	MapObject_Mat	None	0	FALSE	6010032	FALSE	-1	0	TRUE	None
6010040	ui.item.mapobj.name.601.0040	0	MapObject	MapObject_Mat	None	0	FALSE	6010040	FALSE	-1	0	TRUE	None
6010050	ui.item.mapobj.name.601.0050	0	MapObject	MapObject_Mat	None	0	FALSE	6010050	FALSE	-1	0	TRUE	None
6010051	ui.item.mapobj.name.601.0051	0	MapObject	MapObject_Mat	None	0	FALSE	6010051	FALSE	-1	0	TRUE	None
6010060	ui.item.mapobj.name.601.0060	0	MapObject	MapObject_Mat	None	0	FALSE	6010060	FALSE	-1	0	TRUE	None
6030000	ui.item.mapobj.name.603.0000	0	MapObject	MapObject_Mat	None	0	FALSE	6030000	FALSE	-1	0	TRUE	None
6030010	ui.item.mapobj.name.603.0010	0	MapObject	MapObject_Mat	None	0	FALSE	6030010	FALSE	-1	0	TRUE	None
6030020	ui.item.mapobj.name.603.0020	0	MapObject	MapObject_Mat	None	0	FALSE	6030020	FALSE	-1	0	TRUE	None
6030030	ui.item.mapobj.name.603.0030	0	MapObject	MapObject_Mat	None	0	FALSE	6030030	FALSE	-1	0	TRUE	None
6030040	ui.item.mapobj.name.603.0040	0	MapObject	MapObject_Mat	None	0	FALSE	6030040	FALSE	-1	0	TRUE	None
6030050	ui.item.mapobj.name.603.0050	0	MapObject	MapObject_Mat	None	0	FALSE	6030050	FALSE	-1	0	TRUE	None
6030060	ui.item.mapobj.name.603.0060	0	MapObject	MapObject_Mat	None	0	FALSE	6030060	FALSE	-1	0	TRUE	None
7010000	ui.item.mapobj.name.701.0000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7010000	FALSE	-1	0	TRUE	None
7010001	ui.item.mapobj.name.701.0001	0	MapObject	MapObject_Gameplay	None	0	FALSE	7010001	TRUE	30001	0	TRUE	None
7015000	ui.item.mapobj.name.701.5000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7015000	FALSE	-1	0	TRUE	None
7015100	ui.item.mapobj.name.701.5100	0	MapObject	MapObject_Gameplay	None	0	FALSE	7015100	FALSE	-1	0	TRUE	None
7015200	ui.item.mapobj.name.701.5200	0	MapObject	MapObject_Gameplay	None	0	FALSE	7015200	FALSE	-1	0	TRUE	None
7020000	ui.item.mapobj.name.702.0000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7020000	TRUE	40001	0	TRUE	None
7020001	ui.item.mapobj.name.702.0001	0	MapObject	MapObject_Gameplay	None	0	FALSE	7020001	TRUE	40002	0	TRUE	None
7020002	ui.item.mapobj.name.702.0002	0	MapObject	MapObject_Gameplay	None	0	FALSE	7020002	TRUE	40003	0	TRUE	None
7020003	ui.item.mapobj.name.702.0003	0	MapObject	MapObject_Gameplay	None	0	FALSE	7020003	TRUE	40004	0	TRUE	None
7020004	ui.item.mapobj.name.702.0004	0	MapObject	MapObject_Gameplay	None	0	FALSE	7020004	TRUE	40005	0	TRUE	None
7020005	ui.item.mapobj.name.702.0005	0	MapObject	MapObject_Gameplay	None	0	FALSE	7020005	TRUE	40006	0	TRUE	None
7030000	ui.item.mapobj.name.703.0000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7030000	FALSE	-1	0	TRUE	None
7030001	ui.item.mapobj.name.703.0001	0	MapObject	MapObject_Gameplay	None	0	FALSE	7030001	FALSE	-1	0	TRUE	None
7030002	ui.item.mapobj.name.703.0002	0	MapObject	MapObject_Gameplay	None	0	FALSE	7030002	FALSE	-1	0	TRUE	None
7030003	ui.item.mapobj.name.703.0003	0	MapObject	MapObject_Gameplay	None	0	FALSE	7030003	FALSE	-1	0	TRUE	None
7035000	ui.item.mapobj.name.703.5000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7035000	FALSE	-1	0	TRUE	None
7035010	ui.item.mapobj.name.703.5010	0	MapObject	MapObject_Gameplay	None	0	FALSE	7035010	FALSE	-1	0	TRUE	None
7035020	ui.item.mapobj.name.703.5020	0	MapObject	MapObject_Gameplay	None	0	FALSE	7035020	FALSE	-1	0	TRUE	None
7040000	ui.item.mapobj.name.704.0000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7040000	TRUE	60001	0	TRUE	None
7040001	ui.item.mapobj.name.704.0001	0	MapObject	MapObject_Gameplay	None	0	FALSE	7040001	TRUE	60002	0	TRUE	None
7040002	ui.item.mapobj.name.704.0002	0	MapObject	MapObject_Gameplay	None	0	FALSE	7040002	TRUE	60003	0	TRUE	None
7040003	ui.item.mapobj.name.704.0003	0	MapObject	MapObject_Gameplay	None	0	FALSE	7040003	TRUE	60004	0	TRUE	None
7040004	ui.item.mapobj.name.704.0004	0	MapObject	MapObject_Gameplay	None	0	FALSE	7040004	TRUE	60005	0	TRUE	None
7040005	ui.item.mapobj.name.704.0005	0	MapObject	MapObject_Gameplay	None	0	FALSE	7040005	TRUE	60006	0	TRUE	None
7045000	ui.item.mapobj.name.704.5000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7045000	TRUE	65001	0	TRUE	None
7045010	ui.item.mapobj.name.704.5010	0	MapObject	MapObject_Gameplay	None	0	FALSE	7045010	TRUE	65002	0	TRUE	None
7045020	ui.item.mapobj.name.704.5020	0	MapObject	MapObject_Gameplay	None	0	FALSE	7045020	TRUE	65003	0	TRUE	None
7045030	ui.item.mapobj.name.704.5030	0	MapObject	MapObject_Gameplay	None	0	FALSE	7045030	TRUE	65004	0	TRUE	None
7050000	ui.item.mapobj.name.705.0000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7050000	TRUE	70001	0	TRUE	None
7050010	ui.item.mapobj.name.705.0010	0	MapObject	MapObject_Gameplay	None	0	FALSE	7050010	TRUE	70002	0	TRUE	None
7050020	ui.item.mapobj.name.705.0020	0	MapObject	MapObject_Gameplay	None	0	FALSE	7050020	TRUE	70003	0	TRUE	None
7050030	ui.item.mapobj.name.705.0030	0	MapObject	MapObject_Gameplay	None	0	FALSE	7050030	TRUE	70004	0	TRUE	None
7050040	ui.item.mapobj.name.705.0040	0	MapObject	MapObject_Gameplay	None	0	FALSE	7050040	TRUE	70005	0	TRUE	None
7060000	ui.item.mapobj.name.706.0000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7060000	TRUE	80001	0	TRUE	None
7060010	ui.item.mapobj.name.706.0010	0	MapObject	MapObject_Gameplay	None	0	FALSE	7060010	TRUE	80002	0	TRUE	None
7065000	ui.item.mapobj.name.706.5000	0	MapObject	MapObject_Gameplay	None	0	FALSE	7065000	FALSE	-1	0	TRUE	None
9010000	ui.item.avatar.name.01.0000	0	AvatarItem	Avatar_Hair	None	0	FALSE	1	FALSE	-1	0	TRUE	None
9010001	ui.item.avatar.name.01.0001	0	AvatarItem	Avatar_Hair	None	0	FALSE	6	FALSE	-1	0	TRUE	None
