// SkillId	Name	Desc	UISpriteName	Cool down	Anim Index	Active Delay	Active Timeout	Distance	Protection Time	Hit Reaction	Hit Dir Mode	Knockup Speed XZ	Knockup Speed Y	Damage	Minimum Damage Limit	Minimum Damage Value	Proj Attach OnBone	Proj Attach BoneName	Proj Prefab	Proj Explosion Damage	Proj Tracking Mode	Parabola
1653	x Mob01 SP_Attack Lv.4	x	x	0	2	0.5	0.3	2.5	0.5	Hit	Attacker	0	0	1.7	TRUE	1	FALSE	Center	Skills/Demo/Monster_01/Proj_MeleeAttack_2m	20	None	FALSE
1654	x Mob01 SP_Attack Lv.5	x	x	0	2	0.5	0.3	2.5	0.5	Hit	Attacker	0	0	2	TRUE	1	FALSE	Center	Skills/Demo/Monster_01/Proj_MeleeAttack_2m	20	None	FALSE
1990	x Mob01 Sidewalk	x	x	0	3	0.25	2.5	0	0	None	Relative	0	0	0	FALSE	0	FALSE	Muzzle	0	0	None	FALSE
1991	x Mob01 Sidewalk_Mirror	x	x	0	4	0.25	2.5	0	0	None	Relative	0	0	0	FALSE	0	FALSE	Muzzle	0	0	None	FALSE
1992	x Mob01 intimidate	x	x	0	5	0.25	2.5	0	0	None	Relative	0	0	0	FALSE	0	FALSE	Muzzle	0	0	None	FALSE
2000	x Elite01 ComAttack01	x	x	0	0	0.3	0.2	2.5	0.5	Hit	Attacker	0	0	1.2	TRUE	1	FALSE	Muzzle	Skills/Demo/Monster_01/Proj_MeleeAttack_1m	20	None	FALSE
2010	x Elite01 ComAttack02	x	x	0	1	0.25	0.3	2.5	0.5	Hit	Attacker	0	0	1.2	TRUE	1	FALSE	Muzzle	Skills/Demo/Monster_01/Proj_MeleeAttack_1m	20	None	FALSE
2020	x Elite01 SP_Attack	x	x	0	2	0.5	0.3	2.5	0.5	Knockup	Attacker	5	2	1.2	TRUE	1	FALSE	Center	Skills/Demo/Monster_01/Proj_MeleeAttack_2m	20	None	FALSE
2030	x Elite01 Skill01	x	x	0	3	0.1	2.8	0	0.1	Knockup	Attacker	5	2	10	TRUE	1	TRUE	Center	Skills/Demo/Proj_Melee_BodyImpact	20	None	FALSE
10000	x_Com_SpringBed	x	x	0	0	0	0.2	999999	2	Knockup	Relative_Neg	3	15	-1	FALSE	0	FALSE	Muzzle	Skills/00_Trigger/Proj_Dummy01	0	None	FALSE
10001	x_Com_Conveyor	x	x	0	0	0	0.2	999999	2	Knockup	Attacker	10	5	-1	FALSE	0	FALSE	Muzzle	Skills/00_Trigger/Proj_Dummy01	0	None	FALSE
10002	x_Com_JumpConveyor	x	x	0	0	0	0.2	999999	2	Knockup	Attacker	3	20	-1	FALSE	0	FALSE	Muzzle	Skills/00_Trigger/Proj_Dummy01	0	None	FALSE
10100	x_Com_BasicCannon	x	x	0	0	0	1	999999	0.5	Hit	Attacker	0	0	3	TRUE	1	FALSE	Muzzle	Skills/02_Projectile/Proj_EnergyBall01	20	None	FALSE
10101	x_Com_FireCannon	x	x	0	0	0	4.5	999999	0.5	Knockup	Relative	5	3	3	TRUE	1	TRUE	Muzzle	Skills/01_Appendage/Proj_FlameBar	20	None	FALSE
10200	x_Com_SpikeTrap	x	x	2	0	0.12	2	999999	5	Knockup	Relative	3	10	5	TRUE	1	FALSE	Muzzle	Skills/03_Area/Proj_Spike01	20	None	FALSE
10201	x_Com_FireTrap	x	x	2	0	0.12	1	999999	5	Knockup	Relative	6	3	5	TRUE	1	FALSE	Muzzle	Skills/03_Area/Proj_Fire01	20	None	FALSE
10202	x_Com_IceTrap	x	x	2	0	0.12	1	999999	2	Knockup	Relative	6	3	5	TRUE	1	FALSE	Muzzle	Skills/03_Area/Proj_Ice01	20	None	FALSE
10203	x_Com_CureTrap	x	x	2	0	0.12	1	999999	2	None	None	0	0	-10	FALSE	0	FALSE	Muzzle	Skills/03_Area/Proj_Cure01	20	None	FALSE
10204	x_Com_PoisonTrap	x	x	2	0	0.12	1	999999	2	Knockup	Relative	6	3	5	TRUE	1	FALSE	Muzzle	Skills/03_Area/Proj_Poison01	20	None	FALSE
99998	Area_Test	x	x	0	0	0	2	999999	2	None	None	0	0	0	FALSE	0	FALSE	Muzzle	Skills/03_Area/Proj_Fire01	0	None	FALSE
99999	Attack_Test	x	x	0	0	0	2	999999	2	None	None	0	0	0	FALSE	0	FALSE	Muzzle	Skills/02_Projectile/Proj_Bullet01	0	None	FALSE
